OBJECTID,StopAbbr,StopName,FacingDir,Lighting,ADA_ACCESS,BASE,Route_List,Municipality,County,Ons_Dec19,OFFs_Dec19,Position,LIFT,CURB,CURB_CUT,SIDEWALK,Stop_Type,Latitude,Longitude,Census_2010_Tracts_GA_GEOID10,Census_2010_Tracts_GA_NAMELSAD10,Census_2010_Tracts_GA_INTPTLAT10,Census_2010_Tracts_GA_INTPTLON10,NoCarPercentage19,MedHHI19,TotPop19,PerCapitaInc19,Missing Amenities,Shelter
241,150026,MCWILLIAMS RD SE @ JONESBORO RD SE,E,0,Y,DIRT,78,Atlanta,Fulton,22.982911,47.649034,NS,Y,Y,Y,Y,Sign,33.688701,-84.36411,13121007002,Census Tract 70.02,33.6920888,-84.3682100,5.5,45451,2651,20640.7,Lighting  ,0
243,150050,MCWILLIAMS RD SE @ BROWNS MILL RD SE,E,1,N,CONC,78,Atlanta,Fulton,14.719968,18.272304,FS,Y,Y,Y,Y,Sign,33.688787,-84.373875,13121007002,Census Tract 70.02,33.6920888,-84.3682100,5.5,45451,2651,20640.7, ADA_Access ,0
244,150022,MCWILLIAMS RD SE @ CAREY DR SE,E,1,Y,DIRT,78,Atlanta,Fulton,26.129355,40.638038,FS,Y,Y,Y,Y,Sign,33.688788,-84.36978,13121007002,Census Tract 70.02,33.6920888,-84.3682100,5.5,45451,2651,20640.7,  ,0
259,150028,JONESBORO RD SE@MIDWAY ST SE,N,0,N,DIRT,55,Atlanta,Fulton,4.238361,3.124325,NS,N,N,N,N,Sign,33.689892,-84.364035,13121007002,Census Tract 70.02,33.6920888,-84.3682100,5.5,45451,2651,20640.7,Lighting ADA_Access Sidewalk,0
298,145022,GREENBRIAR PKWY SW @ CAMPBELLTON RD SW,SE,1,N,CONC,66;83;183,Atlanta,Fulton,2.364379,34.740035,FS,N,Y,N,Y,Sign,33.691526,-84.489695,13121007705,Census Tract 77.05,33.6831530,-84.4909911,27.5,25906,4043,18419.6, ADA_Access ,0
345,149035,MACON DR@LANG DR,N,1,N,DIRT,178,Atlanta,Fulton,6.761885,2.260557,FS,N,N,N,N,Sign,33.694454,-84.390141,13121007001,Census Tract 70.01,33.6915165,-84.3868055,25,29528,4539,14048.4, ADA_Access Sidewalk,0
380,151016,FORREST PARK RD SE @ NORWOOD RD SE,N,1,Y,CONC,4,Atlanta,Fulton,9.026945,0.654438,NS,Y,Y,Y,Y,MARTA Shelter,33.696848,-84.36004,13121007100,Census Tract 71,33.6963574,-84.3546555,21.8,25489,2751,15235.2,  ,1
390,211405,HARPER RD SE @ BROWNS MILL RD SE,W,1,N,DIRT,55,Atlanta,Fulton,20.643229,1.876067,NS,N,Y,N,N,Sign,33.69696,-84.373728,13121007002,Census Tract 70.02,33.6920888,-84.3682100,5.5,45451,2651,20640.7, ADA_Access Sidewalk,0
391,211592,HARPER RD SE @ JERNIGAN DR SE,W,1,N,DIRT,55,Atlanta,Fulton,8.133279,0.31879,NS,N,N,N,N,Sign,33.69696,-84.372294,13121007002,Census Tract 70.02,33.6920888,-84.3682100,5.5,45451,2651,20640.7, ADA_Access Sidewalk,0
409,121128,PANTHER TRL SW@CHILDRESS DR SW,E,0,N,DIRT,66,Atlanta,Fulton,15.055948,2.954357,NS,N,Y,N,N,Sign,33.698129,-84.486221,13121007704,Census Tract 77.04,33.7103251,-84.4851056,32.4,35814,5878,19400.8,Lighting ADA_Access Sidewalk,0
411,121134,MT GILEAD RD SW @ CASCADE PARC BLVD,E,1,N,DIRT,66,Atlanta,Fulton,31.178343,12.815055,NS,N,Y,N,N,Sign,33.698248,-84.496488,13121007704,Census Tract 77.04,33.7103251,-84.4851056,32.4,35814,5878,19400.8, ADA_Access Sidewalk,0
422,149045,LAKEWOOD AVE @ LAKEWOOD WAY,S,1,N,DIRT,42;178,Atlanta,Fulton,19.175116,6.339181,FS,Y,Y,N,Y,Sign,33.698895,-84.392884,13121006700,Census Tract 67,33.7021727,-84.3954527,26.7,25651,3966,19372.1, ADA_Access ,0
450,139018,BROWNS MILL RD SE@ADELLE ST SE,N,1,Y,DIRT,55;155,Atlanta,Fulton,8.513469,1.271405,FS,Y,Y,Y,Y,Sign,33.7005,-84.37558,13121007002,Census Tract 70.02,33.6920888,-84.3682100,5.5,45451,2651,20640.7,  ,0
500,210654,PRYOR RD@FAIR DR,S,1,N,DIRT,42,Atlanta,Fulton,1.605435,2.841637,NS,Y,Y,N,Y,Sign,33.702666,-84.39898,13121006700,Census Tract 67,33.7021727,-84.3954527,26.7,25651,3966,19372.1, ADA_Access ,0
502,139020,BROWNS MILL RD SE@JONESBORO RD SE,N,1,Y,DIRT,55;155,Atlanta,Fulton,44.283462,10.069484,NS,Y,Y,Y,Y,Sign,33.702709,-84.376502,13121007002,Census Tract 70.02,33.6920888,-84.3682100,5.5,45451,2651,20640.7,  ,0
527,122384,CAMPBELLTON RD@BENT CREEK WAY,W,0,Y,DIRT,83,Atlanta,Fulton,14.987373,82.675079,NS,Y,Y,Y,Y,Sign,33.704007,-84.46656,13121007602,Census Tract 76.02,33.7109013,-84.4621548,18.3,32500,2570,21245.8,Lighting  ,0
539,212834,JONESBORO RD SE @ SAWTELL AVE SE,N,1,Y,DIRT,55;155,Atlanta,Fulton,37.060613,5.161476,NS,Y,Y,Y,Y,Sign,33.705005,-84.378503,13121007002,Census Tract 70.02,33.6920888,-84.3682100,5.5,45451,2651,20640.7,  ,0
545,140098,HENRY THOMAS DR SE (W) @ MCDONOUGH BLVD SE,N,1,Y,DIRT,49,Atlanta,Fulton,32.778185,1.070662,NS,Y,Y,Y,Y,Sign,33.705211,-84.355296,13121007100,Census Tract 71,33.6963574,-84.3546555,21.8,25489,2751,15235.2,  ,0
558,122003,CAMPBELLTON RD @ 2170,E,1,Y,CONC,83,Atlanta,Fulton,37.420287,24.61596,AT,Y,Y,Y,Y,Sign,33.705557,-84.459225,13121007604,Census Tract 76.04,33.7010616,-84.4654727,39,21863,2575,18962.7,  ,0
563,122060,CAMPBELLTON RD SW@2191,SW,0,Y,DIRT,83,Atlanta,Fulton,23.881782,64.638436,AT,Y,Y,Y,Y,Sign,33.705915,-84.459409,13121007602,Census Tract 76.02,33.7109013,-84.4621548,18.3,32500,2570,21245.8,Lighting  ,0
568,140076,MCDONOUGH BLVD SE @ HENRY THOMAS DR SE,NW,1,N,DIRT,49,Atlanta,Fulton,24.515729,0.696837,FS,Y,Y,N,Y,Sign,33.706132,-84.356275,13121007100,Census Tract 71,33.6963574,-84.3546555,21.8,25489,2751,15235.2, ADA_Access ,0
573,122380,CAMPBELLTON RD@DELOWE DR,E,1,Y,CONC,83,Atlanta,Fulton,60.797628,52.60083,NS,Y,Y,Y,Y,Sign,33.706301,-84.457545,13121007604,Census Tract 76.04,33.7010616,-84.4654727,39,21863,2575,18962.7,  ,0
578,121120,LANDRUM DR SW @ CHILDRESS DR SW,E,1,Y,DIRT,66,Atlanta,Fulton,43.494363,13.729703,FS,Y,Y,Y,Y,Sign,33.706379,-84.487998,13121007704,Census Tract 77.04,33.7103251,-84.4851056,32.4,35814,5878,19400.8,  ,0
582,122005,CAMPBELLTON RD@DELOWE DR,W,1,Y,CONC,83,Atlanta,Fulton,49.800138,142.226322,NS,Y,Y,Y,Y,Sign,33.706608,-84.457223,13121007602,Census Tract 76.02,33.7109013,-84.4621548,18.3,32500,2570,21245.8,  ,0
583,139050,JONESBORO RD SE@WHATLEY ST SE,S,0,Y,DIRT,55;155,Atlanta,Fulton,8.037179,57.056964,NS,Y,Y,Y,Y,Sign,33.706679,-84.379645,13121006700,Census Tract 67,33.7021727,-84.3954527,26.7,25651,3966,19372.1,Lighting  ,0
593,122382,CAMPBELLTON RD @ CENTRA VILLA DR,SW,1,Y,CONC,83,Atlanta,Fulton,50.89422,182.230961,NS,Y,Y,Y,Y,MARTA Shelter,33.707257,-84.455532,13121007602,Census Tract 76.02,33.7109013,-84.4621548,18.3,32500,2570,21245.8,  ,1
600,138106,JONESBORO RD@LAKEWOOD AVE,N,1,Y,CONC,55,Atlanta,Fulton,32.63684,6.29228,FS,Y,Y,Y,Y,Sign,33.707535,-84.38015,13121006700,Census Tract 67,33.7021727,-84.3954527,26.7,25651,3966,19372.1,  ,0
627,122028,CAMPBELLTON RD SW@FORT VALLEY DR SW,NE,1,Y,DIRT,83,Atlanta,Fulton,11.012706,1.824043,NS,Y,Y,Y,Y,Sign,33.708794,-84.45079,13121007603,Census Tract 76.03,33.7065095,-84.4403830,55.1,13456,4565,12942.3,  ,0
635,138002,JONESBORO RD SE@LETHEA ST SE,NW,1,Y,CONC,55,Atlanta,Fulton,11.889895,2.239812,NS,Y,Y,Y,Y,Sign,33.709336,-84.381146,13121006700,Census Tract 67,33.7021727,-84.3954527,26.7,25651,3966,19372.1,  ,0
662,122032,CAMPBELLTON RD SW @ WILLOWBROOK DR,NE,1,Y,CONC,83,Atlanta,Fulton,40.195156,11.975905,NS,Y,Y,Y,Y,Simme Seat,33.710807,-84.446926,13121007603,Census Tract 76.03,33.7065095,-84.4403830,55.1,13456,4565,12942.3,  ,0
674,122074,CAMPBELLTON RD SW @ RIDGEWOOD LN SW,NE,1,N,CONC,83;162,Atlanta,Fulton,73.531601,9.73186,FS,Y,Y,N,Y,MARTA Shelter,33.711455,-84.442171,13121007603,Census Tract 76.03,33.7065095,-84.4403830,55.1,13456,4565,12942.3, ADA_Access ,1
689,122076,CAMPBELLTON RD SW@ALMA ST SW,E,1,N,DIRT,83;162,Atlanta,Fulton,12.460048,6.85731,NS,N,N,N,N,Sign,33.712264,-84.439666,13121007603,Census Tract 76.03,33.7065095,-84.4403830,55.1,13456,4565,12942.3, ADA_Access Sidewalk,0
718,122080,CAMPBELLTON RD SW @ 1469,E,1,N,DIRT,83;162,Atlanta,Fulton,17.266443,11.93467,OP,Y,N,N,N,Sign,33.713683,-84.436282,13121007603,Census Tract 76.03,33.7065095,-84.4403830,55.1,13456,4565,12942.3, ADA_Access Sidewalk,0
727,124068,METROPOLITAN PKY SW@DECKNER AVE SW,N,1,Y,CONC,95,Atlanta,Fulton,7.066435,2.601775,NS,Y,Y,Y,Y,Sign,33.713963,-84.407806,13121006500,Census Tract 65,33.7141012,-84.4101267,13,50163,3843,34823.9,  ,0
734,122082,CAMPBELLTON RD SW @ VENETIAN DR SW,NE,1,N,CONC,83;162,Atlanta,Fulton,39.796328,8.053858,NS,N,Y,N,Y,MARTA Bench,33.71413,-84.43433,13121007603,Census Tract 76.03,33.7065095,-84.4403830,55.1,13456,4565,12942.3, ADA_Access ,0
785,124070,METROPOLITAN PKY SW@LYNNHAVEN DR SW,N,0,Y,DIRT,95,Atlanta,Fulton,26.054576,6.627964,NS,Y,Y,Y,Y,Sign,33.715893,-84.407776,13121006500,Census Tract 65,33.7141012,-84.4101267,13,50163,3843,34823.9,Lighting  ,0
822,123028,CAMPBELLTON RD SW@OAKLAND DR SW,SW,0,Y,DIRT,83;162,Atlanta,Fulton,36.019401,0.044444,NS,Y,Y,Y,Y,Sign,33.717639,-84.427377,13121006602,Census Tract 66.02,33.7186105,-84.4286624,37.4,25375,1248,15162.7,Lighting  ,0
843,125046,JONESBORO RD SE @ MCDONOUGH BLVD SE,NW,1,Y,DIRT,55,Atlanta,Fulton,28.3852,5.034627,NS,Y,Y,Y,Y,Sign,33.719056,-84.384956,13121005502,Census Tract 55.02,33.7162175,-84.3867651,20.2,21804,2846,16659.2,  ,0
856,121153,CASCADE RD SW@LYNWAY LN SW,W,1,N,DIRT,66;71,Atlanta,Fulton,10.25142,26.498443,NS,Y,Y,N,N,Sign,33.719899,-84.486212,13121007900,Census Tract 79,33.7322732,-84.4910511,4.3,61125,5210,45408.7, ADA_Access Sidewalk,0
863,121138,CASCADE RD SW @ DODSON DR SW,E,1,Y,CONC,71,Atlanta,Fulton,8.561772,2.035047,NS,Y,Y,Y,Y,Sign,33.720106,-84.471542,13121007704,Census Tract 77.04,33.7103251,-84.4851056,32.4,35814,5878,19400.8,  ,0
864,121063,CASCADE RD SW @ CHILDRESS DR,E,1,N,DIRT,71,Atlanta,Fulton,1.772739,0.578125,NS,N,N,N,N,Sign,33.720126,-84.490309,13121007704,Census Tract 77.04,33.7103251,-84.4851056,32.4,35814,5878,19400.8, ADA_Access Sidewalk,0
865,125048,MCDONOUGH BLVD SE@MARCY ST SE,NW,1,Y,DIRT,55,Atlanta,Fulton,3.927256,0.304116,FS,Y,Y,Y,Y,Sign,33.720228,-84.38625,13121005502,Census Tract 55.02,33.7162175,-84.3867651,20.2,21804,2846,16659.2,  ,0
884,122250,CASCADE RD SW @ POLLARD DR SW,E,1,Y,CONC,71,Atlanta,Fulton,15.496091,5.284289,NS,Y,Y,Y,Y,MARTA Shelter,33.721316,-84.455549,13121008000,Census Tract 80,33.7245322,-84.4555815,16.3,43854,5529,25607.8,  ,1
887,211309,UNIVERSITY AVE SW @ PRYOR RD SW,E,1,N,DIRT,55,Atlanta,Fulton,12.365854,24.997727,FS,Y,Y,N,N,Sign,33.721407,-84.392425,13121006300,Census Tract 63,33.7237613,-84.3997049,38.3,31483,1492,24729.6, ADA_Access Sidewalk,0
896,127021,MORELAND AVE @ VICKERS ST,S,1,Y,CONC,4;832,Atlanta,Fulton,17.662883,44.735907,NS,Y,Y,Y,Y,MARTA Shelter,33.721871,-84.3495,13121006900,Census Tract 69,33.7183136,-84.3587704,16.5,73429,3483,35686.5,  ,1
922,124058,METROPOLITAN PKY SW @ UNIVERSITY AVE,S,1,Y,DIRT,95,Atlanta,Fulton,13.473699,67.716196,NS,Y,Y,Y,Y,Sign,33.722273,-84.40791,13121005800,Census Tract 58,33.7318610,-84.4105985,23.4,42679,1479,25237.5,  ,0
950,122240,CASCADE AVE SW @ AVON AVE SW,NE,1,Y,DIRT,71,Atlanta,Fulton,14.514014,2.815321,NS,Y,Y,Y,Y,Sign,33.723175,-84.45027,13121008000,Census Tract 80,33.7245322,-84.4555815,16.3,43854,5529,25607.8,  ,0
962,124077,METROPOLITAN PKY SW@MAYLAND AVE SW,N,1,Y,CONC,95,Atlanta,Fulton,12.95366,3.972062,NS,Y,Y,Y,Y,Sign,33.724471,-84.407749,13121006300,Census Tract 63,33.7237613,-84.3997049,38.3,31483,1492,24729.6,  ,0
1017,127040,UNITED AVE @ UNDERWOOD AVE,W,1,N,DIRT,832,Atlanta,Fulton,21.722655,5.52987,NS,Y,Y,N,Y,Sign,33.72664,-84.357185,13121005200,Census Tract 52,33.7355107,-84.3544773,4.5,111759,5170,59445.1, ADA_Access ,0
1033,211401,UNITED AVE @ CONFEDERATE CT,W,1,N,DIRT,832,Atlanta,Fulton,25.986615,2.927381,NS,Y,Y,N,Y,Sign,33.727363,-84.362304,13121005200,Census Tract 52,33.7355107,-84.3544773,4.5,111759,5170,59445.1, ADA_Access ,0
1043,900142,CASCADE AVE SW @ ORLANDO ST SW,E,0,Y,DIRT,71,Atlanta,Fulton,26.103656,2.302042,NS,Y,Y,Y,Y,Sign,33.727827,-84.443085,13121006100,Census Tract 61,33.7277552,-84.4370324,20.4,29323,3908,15885.3,Lighting  ,0
1058,113150,MERRILL AVE SW@HALL ST SW,E,0,Y,DIRT,81,Atlanta,Fulton,3.92136,0.197082,NS,Y,Y,Y,N,Sign,33.728641,-84.425631,13121006200,Census Tract 62,33.7284830,-84.4217305,24.1,37500,1725,18046.7,Lighting  Sidewalk,0
1067,115174,HANK AARON DR@VANIRA AVE SE,N,1,Y,CONC,55,Atlanta,Fulton,11.247551,2.239115,NS,Y,Y,Y,Y,Sign,33.728989,-84.387825,13121005501,Census Tract 55.01,33.7298670,-84.3837371,24.5,37647,2547,25104.4,  ,0
1081,900209,CASCADE AVE SW@PINEVIEW TER SW,NE,1,Y,DIRT,71,Atlanta,Fulton,23.245571,1.837692,NS,Y,Y,Y,Y,Sign,33.729683,-84.440666,13121006100,Census Tract 61,33.7277552,-84.4370324,20.4,29323,3908,15885.3,  ,0
1106,212799,ATLANTA AVE SE @ MARION AVE SE,W,1,Y,DIRT,832,Atlanta,Fulton,8.133369,0.3,NS,Y,Y,Y,Y,Sign,33.730433,-84.365544,13121005300,Census Tract 53,33.7321402,-84.3708876,8.4,102303,3861,60699.7,  ,0
1108,211397,FLAT SHOALS RD SE@ROCKLAND DR SE,NW,1,N,DIRT,74,Atlanta,DeKalb,3.984111,0.647774,NS,Y,Y,N,N,Sign,33.730511,-84.330234,13089020900,Census Tract 209,33.7363585,-84.3370089,7.8,71618,5927,47614, ADA_Access Sidewalk,0
1122,900211,CASCADE AVE SW@RICHLAND RD SW,NE,0,Y,CONC,71,Atlanta,Fulton,27.025504,3.662791,NS,Y,Y,Y,Y,Sign,33.731194,-84.439178,13121006100,Census Tract 61,33.7277552,-84.4370324,20.4,29323,3908,15885.3,Lighting  ,0
1143,900212,CASCADE AVE SW@WESTHAVEN DR SW,NE,0,Y,CONC,71,Atlanta,Fulton,24.599699,2.216216,NS,Y,Y,Y,Y,Sign,33.731964,-84.438454,13121006100,Census Tract 61,33.7277552,-84.4370324,20.4,29323,3908,15885.3,Lighting  ,0
1174,900247,CASCADE AVE SW @ BEECHER ST SW,NE,1,Y,CONC,71,Atlanta,Fulton,46.655305,6.250809,NS,Y,Y,Y,Y,Sign,33.733199,-84.437509,13121006100,Census Tract 61,33.7277552,-84.4370324,20.4,29323,3908,15885.3,  ,0
1206,115188,HANK AARON DR @ BILL LUCAS DR SE,N,1,Y,DIRT,55,Atlanta,Fulton,2.62265,1.161762,NS,Y,Y,Y,Y,Sign,33.734406,-84.387848,13121005501,Census Tract 55.01,33.7298670,-84.3837371,24.5,37647,2547,25104.4,  ,0
1220,900147,CASCADE AVE SW@ALLEGHENY ST SW,NE,1,Y,DIRT,71,Atlanta,Fulton,41.645458,4.804017,NS,Y,Y,Y,Y,Sign,33.734879,-84.436554,13121006000,Census Tract 60,33.7379611,-84.4390857,26.1,38708,3722,22271,  ,0
1223,115148,COOPER ST SW@LOVE ST SW,N,1,Y,DIRT,42,Atlanta,Fulton,1.540278,0.077104,FS,Y,Y,Y,Y,Sign,33.735009,-84.396956,13121012000,Census Tract 120,33.7361403,-84.3928230,35.4,27188,3311,20432.7,  ,0
1308,113120,RALPH DAVID ABERNATH BLVD SW@ASHBY,E,1,Y,CONC,71,Atlanta,Fulton,22.460916,64.162466,NS,Y,Y,Y,Y,Sign,33.737913,-84.418205,13121004200,Census Tract 42,33.7390424,-84.4181854,52.6,18913,2477,21927.6,  ,0
1310,113116,RALPH DAVID ABERNATH BLVD@PEEPLES,E,1,Y,CONC,71,Atlanta,Fulton,22.667338,14.225973,NS,Y,Y,Y,Y,Sign,33.738,-84.420632,13121004200,Census Tract 42,33.7390424,-84.4181854,52.6,18913,2477,21927.6,  ,0
1312,210579,COOPER ST@GLENN ST,N,1,Y,DIRT,49,Atlanta,Fulton,8.856943,1.405409,NS,Y,Y,Y,Y,Sign,33.738053,-84.397014,13121012000,Census Tract 120,33.7361403,-84.3928230,35.4,27188,3311,20432.7,  ,0
1315,900149,CASCADE AVE SW @ WESTWOOD AVE SW,W,1,Y,DIRT,71,Atlanta,Fulton,35.272729,250.876941,NS,Y,Y,Y,Y,Sign,33.738094,-84.435317,13121006000,Census Tract 60,33.7379611,-84.4390857,26.1,38708,3722,22271,  ,0
1316,113068,RALPH DAVID ABERNATH BLVD@PEEPLES S,W,1,Y,DIRT,71,Atlanta,Fulton,15.124884,33.42915,NS,Y,Y,Y,Y,Sign,33.73811,-84.420235,13121004200,Census Tract 42,33.7390424,-84.4181854,52.6,18913,2477,21927.6,  ,0
1322,113122,RALPH DAVID ABERNATH BLVD SW@EVANS,E,1,Y,DIRT,1;58;71,Atlanta,Fulton,28.368096,94.840599,NS,Y,Y,Y,Y,Sign,33.738201,-84.415785,13121004200,Census Tract 42,33.7390424,-84.4181854,52.6,18913,2477,21927.6,  ,0
1330,113166,RALPH D ABERNATHY BLVD SW @ DUNN ST SW,W,1,Y,CONC,71,Atlanta,Fulton,101.153501,0.115627,NS,Y,Y,Y,Y,MARTA Shelter,33.738338,-84.416122,13121004200,Census Tract 42,33.7390424,-84.4181854,52.6,18913,2477,21927.6,  ,1
1346,903419,S GORDON ST SW @ WESTWOOD AVE SW,N,1,Y,CONC,68,Atlanta,Fulton,21.412741,1.253401,NS,Y,Y,Y,Y,Sign,33.73857,-84.446462,13121006000,Census Tract 60,33.7379611,-84.4390857,26.1,38708,3722,22271,  ,0
1386,117030,GLENWOOD AVE SE @ BILL KENNEDY WAY SE,W,1,Y,CONC,107,Atlanta,Fulton,23.876696,6.426766,NS,Y,Y,Y,Y,Sign,33.739814,-84.357604,13121005200,Census Tract 52,33.7355107,-84.3544773,4.5,111759,5170,59445.1,  ,0
1453,117118,MORELAND AVE SE @ METROPOLITAN AVE SE,N,1,Y,DIRT,4;32;74,Atlanta,Fulton,17.250741,11.416191,NS,Y,Y,Y,Y,Sign,33.74122,-84.34914,13089020900,Census Tract 209,33.7363585,-84.3370089,7.8,71618,5927,47614,  ,0
1464,212044,BILL KENNEDY WAY SE @ FAITH AVE SE,N,1,Y,CONC,107,Atlanta,Fulton,44.509342,17.219672,FS,Y,Y,Y,Y,Sign,33.741919,-84.358126,13121005200,Census Tract 52,33.7355107,-84.3544773,4.5,111759,5170,59445.1,  ,0
1477,100090,LUCILE AVE SW @ ATWOOD ST SW,E,1,N,CONC,58,Atlanta,Fulton,11.966402,3.21545,NS,Y,Y,N,Y,Sign,33.742262,-84.428855,13121004100,Census Tract 41,33.7408497,-84.4280690,16.7,54208,2214,24891, ADA_Access ,0
1518,900062,EVA DAVIS WAY @ FOREST LAKES AVE,N,1,Y,DIRT,24,Atlanta,DeKalb,6.84471,1.418913,NS,Y,Y,Y,Y,Sign,33.743598,-84.31481,13089020802,Census Tract 208.02,33.7468474,-84.3021431,15,73981,4411,41281.5,  ,0
1523,102546,CENTRAL AVE@PULLIAM ST,N,0,Y,DIRT,42,Atlanta,Fulton,2.798464,0.55395,NS,Y,Y,Y,Y,Sign,33.743984,-84.393218,13121012000,Census Tract 120,33.7361403,-84.3928230,35.4,27188,3311,20432.7,Lighting  ,0
1554,103083,HILL ST SE @ WOODWARD AVE SE,N,1,Y,DIRT,9;186,Atlanta,Fulton,10.473078,11.341748,NS,Y,Y,Y,Y,Sign,33.745528,-84.379248,13121004900,Census Tract 49,33.7409122,-84.3794479,12.4,84655,2835,46973.7,  ,0
1560,211466,PETERS ST SW@ WALKER ST SW,NE,1,N,DIRT,813,Atlanta,Fulton,21.901718,3.396401,NS,Y,Y,N,Y,Sign,33.745729,-84.403521,13121004300,Census Tract 43,33.7453620,-84.4091076,20.3,36750,2846,16606.3, ADA_Access ,0
1561,211457,MCDANIEL ST @ NORTHSIDE DR SW,SE,1,Y,DIRT,813,Atlanta,Fulton,38.953663,4.765185,FS,Y,Y,Y,Y,Sign,33.745825,-84.406087,13121004300,Census Tract 43,33.7453620,-84.4091076,20.3,36750,2846,16606.3,  ,0
1591,104068,MEMORIAL DR SE @ CHESTER AVE SE,W,1,Y,CONC,21;107,Atlanta,Fulton,38.489418,12.343143,NS,Y,Y,Y,Y,Sign,33.746627,-84.359052,13121003200,Census Tract 32,33.7498233,-84.3650959,4.5,111830,2389,93771.3,  ,0
1623,106168,MEMORIAL DR SE @ CANDLER RD SE,E,1,Y,CONC,21;823,Atlanta,DeKalb,57.162332,21.99379,FS,Y,Y,Y,Y,MARTA Shelter,33.747039,-84.291395,13089020802,Census Tract 208.02,33.7468474,-84.3021431,15,73981,4411,41281.5,  ,1
1627,106433,MEMORIAL DR SE @ CANDLER RD SE,W,1,Y,CONC,21;823,Atlanta,DeKalb,24.298173,58.768704,NS,Y,Y,Y,Y,Other Bench,33.747111,-84.291634,13089020802,Census Tract 208.02,33.7468474,-84.3021431,15,73981,4411,41281.5,  ,0
1646,106084,CANDLER RD @ MEMORIAL DR SE,S,1,Y,CONC,15,Atlanta,DeKalb,61.515363,24.060627,NS,Y,Y,Y,Y,MARTA Bench,33.747263,-84.292145,13089020802,Census Tract 208.02,33.7468474,-84.3021431,15,73981,4411,41281.5,  ,0
1654,105218,MEMORIAL DR SE@DOUGLAS ST SE,E,1,Y,DIRT,21,Atlanta,DeKalb,0.71505,6.851903,NS,Y,Y,Y,N,Sign,33.747313,-84.319886,13089023700,Census Tract 237,33.7313084,-84.3183573,11.2,47712,6054,26696.8,  Sidewalk,0
1662,105455,MEMORIAL DR SE @ DOUGLAS ST SE,W,1,Y,CONC,21,Atlanta,DeKalb,4.662723,1.431619,NS,Y,Y,Y,Y,Sign,33.747366,-84.319451,13089020801,Census Tract 208.01,33.7558505,-84.3162082,2.6,94662,2509,54075.3,  ,0
1671,105448,MEMORIAL DR SE @ WARREN ST SE,W,1,N,CONC,21,Atlanta,DeKalb,14.719057,27.384796,NS,N,Y,Y,Y,Sign,33.747429,-84.326234,13089020700,Census Tract 207,33.7538959,-84.3249841,12.4,95417,2634,43834.6, ADA_Access ,0
1673,105228,MEMORIAL DR SE @ WILKINSON DR SE,W,0,Y,CONC,21,Atlanta,DeKalb,18.238346,6.738908,NS,Y,Y,Y,Y,Sign,33.747447,-84.328539,13089020700,Census Tract 207,33.7538959,-84.3249841,12.4,95417,2634,43834.6,Lighting  ,0
1677,105572,MEMORIAL DR @ E LAKE TER,W,1,Y,CONC,21,Atlanta,DeKalb,17.7492,10.810035,NS,Y,Y,Y,Y,MARTA Bench,33.74749,-84.313846,13089020802,Census Tract 208.02,33.7468474,-84.3021431,15,73981,4411,41281.5,  ,0
1679,105452,MEMORIAL DR @ PALATKA ST SE,W,1,Y,DIRT,21,Atlanta,DeKalb,0.687002,0.084239,FS,Y,Y,Y,Y,Sign,33.747494,-84.321144,13089020700,Census Tract 207,33.7538959,-84.3249841,12.4,95417,2634,43834.6,  ,0
1686,105232,MEMORIAL DR SE @ CLIFTON ST SE,W,1,N,DIRT,21,Atlanta,DeKalb,57.696673,7.643993,NS,N,Y,Y,N,Sign,33.747524,-84.331581,13089020500,Census Tract 205,33.7526586,-84.3416194,14.9,65694,3161,42099.4, ADA_Access Sidewalk,0
1694,105240,MEMORIAL DR SE@LAMON AVE SE,W,0,Y,CONC,21,Atlanta,DeKalb,2.985355,0.476541,NS,Y,Y,Y,Y,Sign,33.747555,-84.338493,13089020500,Census Tract 205,33.7526586,-84.3416194,14.9,65694,3161,42099.4,Lighting  ,0
1698,105234,MEMORIAL DR SE @ WYMAN ST SE,W,1,Y,CONC,21,Atlanta,DeKalb,8.953872,6.346175,NS,Y,Y,Y,Y,Sign,33.747627,-84.332749,13089020500,Census Tract 205,33.7526586,-84.3416194,14.9,65694,3161,42099.4,  ,0
1707,901047,MORELAND AVE SE @ MEMORIAL DR SE,SE,1,Y,DIRT,4;32;74,Atlanta,Fulton,25.50481,36.832092,NS,Y,Y,Y,Y,Sign,33.747774,-84.349311,13121003100,Census Tract 31,33.7520808,-84.3530446,18,62250,2051,45758.9,  ,0
1748,101126,PETERS ST SW @ HAYNES ST SW,N,1,Y,CONC,813,Atlanta,Fulton,5.393316,1.445991,NS,Y,Y,Y,Y,Sign,33.749075,-84.39975,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,0
1942,105184,HOSEA L WILLIAMS DR @ DOYLE ST SE,W,1,N,DIRT,24,Atlanta,DeKalb,5.82346,1.276899,FS,Y,Y,Y,Y,Sign,33.75272,-84.324722,13089020700,Census Tract 207,33.7538959,-84.3249841,12.4,95417,2634,43834.6, ADA_Access ,0
2004,900916,MARTIN L KING JR DR SW @ 2950,NE,1,Y,CONC,66;68;73;165,Atlanta,Fulton,35.522545,20.817305,AT,Y,Y,Y,Y,MARTA Bench,33.753763,-84.484662,13121008102,Census Tract 81.02,33.7418906,-84.4717028,26.4,27119,6647,22271.1,  ,0
